,Age & BMI,Gut MB metabolic pathways
AHI,0.5410263453199864,0.5008517277220088
ahi_4_percent,0.49579819821503196,0.45863478317455614
ahi_central,0.22768162477751785,0.1539279841824654
ahi_central_during_nrem,0.2114064735300697,0.12891280865305155
ahi_central_during_rem,0.20134295542605274,0.1660347808741643
ahi_during_left,0.39711545489300626,0.3379872144525436
ahi_during_non_supine,0.44866577415699205,0.38098988918894855
ahi_during_nrem,0.47322070701897423,0.428355472127726
ahi_during_prone,0.3691519079762024,0.3060171773184178
ahi_during_rem,0.5782761136572376,0.5362037441735175
ahi_during_right,0.3814632160338245,0.29680439489983923
ahi_during_supine,0.544330329034362,0.4971016351849029
ahi_obstructive,0.5486373699464315,0.5068974566260163
ahi_obstructive_during_nrem,0.4827631078305272,0.43363006056999454
ahi_obstructive_during_rem,0.5740461727217925,0.527257195611937
desaturations_above_20,0.01566555110971895,0.0416545243722666
desaturations_mean_nadir,0.19728658081039846,0.16449124640579754
desaturations_of_10_20,0.0729678085309558,0.10206560600263065
desaturations_of_4_9,0.5051014458205827,0.4707102541119882
number_of_4_percent_desaturation_apnea_hypopnea_events,0.479559262787422,0.43412332283593746
number_of_all_respiratory_events,0.3878410681766038,0.33459074039653125
number_of_apnea_hypopnea_events,0.5220308372760314,0.4834045451312316
number_of_central_apnea_hypopnea_events,0.2153117424154922,0.14579031218015504
number_of_desaturation_events,0.48039928545089716,0.43041639232288686
number_of_obstructive_apnea_hypopnea_events,0.5319848072724653,0.4853954125063604
number_of_transitions_nrem_to_rem,0.045564422888864545,0.0118912251438317
number_of_transitions_nrem_to_wake,0.20336805183967416,0.1370602642458872
number_of_transitions_rem_to_nrem,0.0248828935505259,0.01031461931744345
number_of_transitions_rem_to_wake,0.04534073612174335,0.0236208479380881
number_of_transitions_wake_to_nrem,0.18707211564015125,0.12663160208660196
number_of_transitions_wake_to_rem,0.01691163834408245,0.0431383366368395
number_of_wakes,0.17730798086964272,0.12560783680739018
odi,0.49878615682293337,0.4617032167315588
odi_during_left,0.36512430747471536,0.31986185360051506
odi_during_non_supine,0.423920557542513,0.3807250390444435
odi_during_nrem,0.40460207120982944,0.3525191050692966
odi_during_prone,0.3019074426061862,0.25767995974633917
odi_during_rem,0.5512182603708398,0.5170015260256029
odi_during_right,0.34256980843223656,0.26324277504447846
odi_during_supine,0.48245923427636406,0.43118393999886884
percent_of_deep_sleep_time,0.18741868661407302,0.10724356935032936
percent_of_left_sleep,0.07473962491760275,0.0007219126363753
percent_of_light_sleep_time,0.15437886047379215,0.0662976060298261
percent_of_non_supine_sleep,0.1147162064495533,0.042998700029691306
percent_of_prone_sleep,0.04033772465062855,0.0166352272278742
percent_of_rem_sleep_time,0.09216201478854666,0.0331314019028615
percent_of_right_sleep,0.0743461139923884,0.022111490030868652
percent_of_sleep_time,0.0975654184757136,0.0662367253826187
percent_of_supine_sleep,0.11412572851871765,0.04299870012563885
percent_of_wake_time,0.0975654135157784,0.0662367179747518
rdi,0.41698459471111127,0.37305417671370533
rdi_during_left,0.26763580245750695,0.18355801232857694
rdi_during_non_supine,0.31328109371007473,0.2366551201524564
rdi_during_nrem,0.335878272275338,0.2877851337850403
rdi_during_prone,0.24704925107826586,0.20661263041529804
rdi_during_rem,0.47662178570128333,0.4198931571611904
rdi_during_right,0.24626397531993194,0.17769434896186595
rdi_during_supine,0.431971474508527,0.37426557532097454
rem_latency,0.025951179190597,0.0085196162027188
saturation_below_80,0.0614640991801093,0.0347828137783975
saturation_below_85,0.063017760002541,0.0784731387548269
saturation_below_90,0.1763712292143437,0.15768254046617605
saturation_below_or_equal_88,0.12933901995210023,0.1265802920554324
saturation_max_value,0.18041887581049845,0.17141643981946736
saturation_mean,0.5620081643487481,0.5101843648676821
saturation_min_value,0.39159336837985204,0.3083976061063287
sleep_efficiency,0.0872464283318852,0.0749818439847525
sleep_latency,0.02098748109006735,0.04488049233319495
snore_above_40db,0.1839439364621478,0.12661264830985608
snore_above_45db,0.38945155259139086,0.3393608267381143
snore_above_50db,0.309208274289995,0.2587798443688195
snore_above_60db,0.0868104113856695,0.04201747698179835
snore_db_mean,0.35160915250848856,0.29354077516409866
time_to_transition_nrem_to_rem,0.0478423719740983,0.01101824145105635
time_to_transition_nrem_to_wake,0.09230982418554395,0.026449791406055703
time_to_transition_rem_to_nrem,0.0854746997964766,0.0309889145248019
time_to_transition_rem_to_wake,0.07268783050561331,0.02203513477259785
time_to_transition_wake_to_nrem,0.02406681156827675,-0.015114788093553
time_to_transition_wake_to_rem,-0.0093828678207326,-0.010253677360447251
total_arousal_sleep_time,0.0201782845874043,0.041082703527814304
total_deep_sleep_time,0.11826957158549764,0.0683181542217948
total_left_sleep_time,0.0779337436946607,-0.014518737855677599
total_light_sleep_time,0.1386122630972978,0.0674394264234176
total_non_supine_sleep_time,0.12146127135954635,0.0339926037609371
total_prone_sleep_time,0.04805857597733815,0.02454021634025355
total_rem_sleep_time,0.03511819285176685,0.02839337326684755
total_right_sleep_time,0.07427301315183225,0.011292664202415849
total_sleep_time,0.0218739669549938,0.02090508229492475
total_supine_sleep_time,0.086189851067569,0.027216975949915803
total_time_in_bed,0.02496107234257665,0.0256308287538349
total_valid_apnea_central_sleep_time,0.033577419076036646,0.0173147716063105
total_valid_apnea_sleep_time,0.03782509322006905,0.036844022121345854
total_wake_time,0.1005541951646941,0.0735105302381864
total_wake_time_after_sleep_onset,0.0994009333577493,0.07485715084578884
variability_between_sleep_stage_percents,0.16022855307340594,0.06576705501222155
