,Age & BMI,"Sleep Quality
(average of nights)"
fBin__100,False,True
fBin__102,False,True
fBin__103,False,True
fBin__104,False,True
fBin__106,False,True
fBin__108,False,False
fBin__121,False,True
fBin__14,False,True
fBin__145,True,True
fBin__149,False,True
fBin__152,False,True
fBin__159,False,True
fBin__17,False,True
fBin__181,False,False
fBin__187,True,True
fBin__188,True,True
fBin__189,True,True
fBin__205,True,True
fBin__207,True,True
fBin__217,True,True
fBin__219,True,True
fBin__220,False,False
fBin__223,False,True
fBin__247,False,True
fBin__249,False,False
fBin__257,False,True
fBin__262,False,True
fBin__263,False,True
fBin__27,True,True
fBin__270,False,True
fBin__273,False,False
fBin__274,False,True
fBin__275,True,True
fBin__28,False,False
fBin__280,False,False
fBin__281,True,True
fBin__283,False,True
fBin__287,True,True
fBin__296,False,False
fBin__3,False,True
fBin__305,False,False
fBin__307,True,True
fBin__309,False,False
fBin__310,True,True
fBin__311,False,True
fBin__312,False,True
fBin__314,False,True
fBin__318,True,True
fBin__319,False,False
fBin__320,True,True
fBin__321,False,True
fBin__323,True,True
fBin__325,True,True
fBin__328,False,True
fBin__332,False,True
fBin__334,False,True
fBin__337,False,False
fBin__338,False,False
fBin__339,False,False
fBin__34,False,True
fBin__340,False,True
fBin__345,False,False
fBin__35,True,True
fBin__351,False,False
fBin__356,False,True
fBin__357,False,False
fBin__359,False,False
fBin__36,False,True
fBin__364,False,False
fBin__366,True,True
fBin__367,False,False
fBin__369,False,True
fBin__37,False,True
fBin__371,False,False
fBin__372,False,False
fBin__373,False,False
fBin__374,False,True
fBin__375,False,True
fBin__376,False,True
fBin__379,True,True
fBin__381,False,True
fBin__382,True,True
fBin__383,False,True
fBin__384,False,False
fBin__386,False,False
fBin__387,False,True
fBin__388,False,False
fBin__393,True,True
fBin__395,False,True
fBin__416,True,True
fBin__418,False,True
fBin__423,False,True
fBin__424,False,False
fBin__43,False,True
fBin__441,False,True
fBin__45,False,True
fBin__451,False,False
fBin__452,False,True
fBin__453,False,True
fBin__454,False,True
fBin__455,False,False
fBin__456,False,True
fBin__457,False,True
fBin__461,False,True
fBin__466,False,True
fBin__468,False,True
fBin__469,False,True
fBin__470,False,False
fBin__472,False,False
fBin__477,False,True
fBin__479,False,True
fBin__480,False,True
fBin__482,False,False
fBin__483,False,True
fBin__485,False,False
fBin__486,False,True
fBin__487,False,True
fBin__489,False,False
fBin__490,False,False
fBin__491,False,True
fBin__497,False,True
fBin__503,False,False
fBin__504,False,True
fBin__508,True,True
fBin__513,False,True
fBin__515,True,True
fBin__517,True,True
fBin__518,False,True
fBin__519,True,True
fBin__520,True,True
fBin__521,False,False
fBin__524,False,False
fBin__525,False,True
fBin__526,False,False
fBin__527,False,True
fBin__528,False,True
fBin__529,False,True
fBin__53,False,True
fBin__530,False,True
fBin__531,False,True
fBin__532,False,False
fBin__533,False,False
fBin__534,False,False
fBin__535,False,True
fBin__536,False,True
fBin__537,False,True
fBin__538,False,True
fBin__539,True,True
fBin__54,False,True
fBin__541,False,True
fBin__546,True,True
fBin__549,False,False
fBin__55,False,False
fBin__555,False,False
fBin__56,False,False
fBin__565,False,False
fBin__566,False,True
fBin__569,False,False
fBin__571,False,True
fBin__573,False,True
fBin__577,False,True
fBin__579,True,True
fBin__583,False,True
fBin__584,False,True
fBin__588,True,True
fBin__589,False,True
fBin__59,False,True
fBin__590,False,False
fBin__592,False,True
fBin__594,False,True
fBin__595,True,True
fBin__597,False,True
fBin__598,False,True
fBin__600,False,True
fBin__601,False,True
fBin__602,True,True
fBin__605,False,True
fBin__606,False,True
fBin__611,False,True
fBin__613,True,True
fBin__614,False,True
fBin__616,False,False
fBin__619,True,True
fBin__625,False,True
fBin__627,False,True
fBin__69,True,True
fBin__70,True,True
fBin__71,False,True
fBin__72,False,True
fBin__73,True,True
fBin__76,True,True
fBin__83,False,True
fBin__84,True,True
fBin__86,True,True
fBin__88,False,False
fBin__94,False,True
fBin__95,False,False
fBin__96,True,True
fBin__97,False,True
fBin__99,True,True
